ID,Customer ID,Country Code,Phone Number
696,C04206,SG - Singapore,
697,C35335,SG - Singapore,(65) 61755771
698,C01972,SG - Singapore,8342 6052
699,C31715,SG - Singapore,91300337
700,C32115,SG - Singapore,6787 8089
701,C44293,SG - Singapore,(+65) 31035136
702,C14066,SG - Singapore,36227723
703,C10343,SG - Singapore,(65) 66696538
704,C26950,SG - Singapore,(65) 36474473
705,C18285,SG - Singapore,+65 64270459
706,C05784,SG - Singapore,+65 97962680
707,C13717,SG - Singapore,3213 2854
708,C18612,SG - Singapore,95413534
709,C46326,SG - Singapore,(65) 91435502
710,C22167,SG - Singapore,+65 84835689
711,C33654,SG - Singapore,8966-3801
712,C13813,SG - Singapore,(65) 93802849
713,C43090,SG - Singapore,+65 69539771
714,C35975,SG - Singapore,9682 265
715,C25125,SG - Singapore,9552-1490
716,C43249,SG - Singapore,
717,C40720,SG - Singapore,(65) 69118430
718,C46723,SG - Singapore,66841625
719,C42154,SG - Singapore,(65) 99131775
720,C20018,SG - Singapore,(65) 64795616
721,C16997,SG - Singapore,85672861
722,C18497,SG - Singapore,82105177
723,C00785,SG - Singapore,6671 7910
724,C47881,SG - Singapore,96962560
725,C37298,SG - Singapore,98551866
726,C14676,SG - Singapore,98185326
727,C27342,SG - Singapore,(65) 66317624
728,C07165,CN - China,+86-22957672
729,C33169,SG - Singapore,69770309
730,C26422,SG - Singapore,87215070
731,C16898,SG - Singapore,69722036
732,C23007,SG - Singapore,61788855
733,C34704,SG - Singapore,3172 9457
734,C04381,SG - Singapore,3592 7774
735,C19869,SG - Singapore,94053017
736,C31793,SG - Singapore,6126-7481
737,C18912,SG - Singapore,0x3C00F9C
738,C16433,SG - Singapore,(65) 51329F0
739,C05597,CN - China,+86-28476593
740,C33562,SG - Singapore,6439-5142
741,C28115,SG - Singapore,87813699
742,C01374,SG - Singapore,6542 3193
743,C00390,SG - Singapore,9993-3098
744,C39879,SG - Singapore,63498675
745,C34297,SG - Singapore,35744532
746,C35042,SG - Singapore,(+65) 96394069
747,C42697,SG - Singapore,66536562 / 61092404
748,C45207,PH - Philippines,+63-4383298
749,C46944,SG - Singapore,39321942
750,C35873,SG - Singapore,(65) 92418285
751,C36509,MY - Malaysia,603-68466212
752,C02895,MY - Malaysia,0169223141
753,C34250,MY - Malaysia,603-1196878
754,C41785,SG - Singapore,(65) 98726024
755,C37008,SG - Singapore,87568297
756,C22161,SG - Singapore,6875-5731
757,C34175,SG - Singapore,62208239
758,C03091,SG - Singapore,3858 7240
759,C27976,SG - Singapore,(65) 84363145
760,C25906,SG - Singapore,+65 68225542
761,C40553,SG - Singapore,(65) 93714317
762,C24029,SG - Singapore,6782-4855
763,C30010,SG - Singapore,(65) 34847139
764,C01979,SG - Singapore,+65 91844141
765,C46852,SG - Singapore,(65) 93193022
766,C40084,SG - Singapore,(65) 68320951
767,C38121,SG - Singapore,(65) 81779583
768,C37066,SG - Singapore,(65) 89957859
769,C37664,SG - Singapore,96210149
770,C36067,SG - Singapore,(+65) 65939531
771,C38912,SG - Singapore,(+65) 31558592
772,C45666,SG - Singapore,35293039
773,C16784,SG - Singapore,+65 99522001
774,C02248,SG - Singapore,+65 32983532
775,C47864,SG - Singapore,93873606
776,C34075,SG - Singapore,(65) 83391560
777,C39670,SG - Singapore,3953 5582
778,C01856,SG - Singapore,(+65) 63022929
779,C42246,SG - Singapore,+65 63296518
780,C28348,SG - Singapore,67093332
781,C49292,SG - Singapore,+65 82162222
782,C31716,SG - Singapore,(65) 88551754
783,C31649,SG - Singapore,(+65) 69216824
784,C08303,SG - Singapore,8582-2752
785,C18913,SG - Singapore,96365888
786,C20339,SG - Singapore,6613-5034
787,C44942,SG - Singapore,9686 4293
788,C36365,SG - Singapore,9355363
789,C23949,SG - Singapore,(+65) 68491103
790,C23326,SG - Singapore,+65 86680173
791,C09049,SG - Singapore,+65 68747546
792,C38082,SG - Singapore,8286 7933
793,C36455,SG - Singapore,6725 6622
794,C24922,,9635 6244
795,C01723,SG - Singapore,99066167
796,C43894,SG - Singapore,8334 269
797,C00548,SG - Singapore,61464846
798,C16458,SG - Singapore,66141309
799,C19244,SG - Singapore,(65) 94002808
800,C10987,SG - Singapore,33635986
801,C29215,SG - Singapore,+65 85423954
802,C06176,SG - Singapore,3436 5605
803,C24018,SG - Singapore,65242066
804,C32861,SG - Singapore,(65) 63879956
805,C14996,SG - Singapore,84508932
806,C35083,SG - Singapore,+65 97597327
807,C29669,SG - Singapore,358771
808,C38305,SG - Singapore,3600 653
809,C28465,SG - Singapore,83796774
810,C41617,SG - Singapore,(65) 82714777
811,C21591,SG - Singapore,(+65) 89509179
812,C46023,SG - Singapore,87235907; 66157564
813,C49405,SG - Singapore,3507 2578
814,C41157,SG - Singapore,(65) 82665974
815,C16676,SG - Singapore,3722 5006
816,C15659,SG - Singapore,64769243
817,C45541,SG - Singapore,63311019
818,C11729,SG - Singapore,+65 38948853
819,C26792,SG - Singapore,+65 86583105
820,C45058,SG - Singapore,(65) 35299052
821,C16905,SG - Singapore,62811757
822,C33592,SG - Singapore,(65) 95507393
823,C09840,SG - Singapore,
824,C24625,SG - Singapore,(+65) 64386787
825,C42833,SG - Singapore,6557 1657
826,C41342,SG - Singapore,979634357
827,C35557,SG - Singapore,96405504
828,C40625,SG - Singapore,9649-3476
829,C11790,SG - Singapore,(65) 36340886
830,C09641,SG - Singapore,+65 83795222
831,C26137,SG - Singapore,65035651
832,C30223,SG - Singapore,(65) 86805680
833,C19755,SG - Singapore,(65) 83188475
834,C26624,SG - Singapore,94608072
835,C17223,SG - Singapore,(+65) 32463520
836,C21723,SG - Singapore,64923645
837,C06385,SG - Singapore,9900 9981
838,C17122,SG - Singapore,6449 5892
839,C45550,SG - Singapore,9172 2069
840,C18929,SG - Singapore,+65 35077022
841,C20703,SG - Singapore,+65 39148471
842,C01530,SG - Singapore,86441827
843,C46704,SG - Singapore,(65) 65415080
844,C32756,SG - Singapore,(+65) 84954569
845,C32960,SG - Singapore,8352685
846,C21638,SG - Singapore,94989295
847,C07096,SG - Singapore,39422508
848,C41119,SG - Singapore,62991579
849,C03044,SG - Singapore,6180 6631
850,C43251,SG - Singapore,69935837 / 68406314
851,C43875,SG - Singapore,94915903
852,C42135,SG - Singapore,(65) 82349954
853,C01883,SG - Singapore,37996435
854,C07624,SG - Singapore,3287 3695
855,C32489,SG - Singapore,+65 94602983
856,C21417,SG - Singapore,66167625
857,C40157,SG - Singapore,3230 3443
858,C14971,SG - Singapore,(65) 88596478
859,C21492,SG - Singapore,(65) 82869492
860,C16600,SG - Singapore,3626 2350
861,C48612,SG - Singapore,+65 89506213
862,C11633,SG - Singapore,81038792
863,C32663,SG - Singapore,6617 4823
864,C05805,SG - Singapore,6119-2837
865,C28599,SG - Singapore,+65 82155193
866,C99999,SG - Singapore,6183-6923
867,C30192,SG - Singapore,(+65) 91391113
868,C29868,CN - China,+86-23748730
869,C34716,SG - Singapore,32106144
870,C46174,SG - Singapore,3478 9635
871,C41257,SG - Singapore,8296 4961
872,C33266,SG - Singapore,94985351
873,C00787,SG - Singapore,87063805
874,C33316,SG - Singapore,6604 6037
875,C21886,SG - Singapore,6676-5791
876,C01421,SG - Singapore,+65 89694521
877,C21932,SG - Singapore,(65) 62851788
878,C32848,SG - Singapore,6297 3472
879,C30751,SG - Singapore,32818309
880,C33525,SG - Singapore,319 7519
881,C39219,SG - Singapore,67388890
882,C06325,SG - Singapore,
883,C27829,SG - Singapore,(65) 99732652
884,C29521,SG - Singapore,6369 8801
885,C04570,SG - Singapore,0x5A5CB1B
886,C41635,SG - Singapore,(65) 66742041
887,C37615,SG - Singapore,95159621
888,C19343,SG - Singapore,(65) 98174926
889,C42190,SG - Singapore,8263916
890,C31124,SG - Singapore,8477917
891,C38388,SG - Singapore,3929-8508
892,C22190,SG - Singapore,8939930
893,C27639,SG - Singapore,(+65) 97434326
894,C05067,SG - Singapore,6404 6872
895,C13028,SG - Singapore,8138 1525
896,C08453,SG - Singapore,88355260
897,C00327,SG - Singapore,3285 8118
898,C08623,SG - Singapore,67317029
899,C15181,SG - Singapore,3250105
900,C05443,SG - Singapore,(65) 94319833
901,C35319,SG - Singapore,98606228
902,C04892,SG - Singapore,8258821
903,C44799,SG - Singapore,620 5986
904,C06396,SG - Singapore,
905,C05671,SG - Singapore,+65 33821360
906,C29566,SG - Singapore,6184-2176
907,C36102,SG - Singapore,8393919
908,C33101,SG - Singapore,92739956
909,C47653,SG - Singapore,33592906
910,C07361,SG - Singapore,(65) 63134067
911,C39964,SG - Singapore,9436 2462
912,C13297,SG - Singapore,(+65) 86987067
913,C07262,SG - Singapore,(65) 66389367
914,C49700,SG - Singapore,96258399
915,C40649,SG - Singapore,9841 2095
916,C40292,MY - Malaysia,03-29481107
917,C04114,SG - Singapore,(65) 87765359
918,C04910,SG - Singapore,6701-2442
919,C29157,SG - Singapore,82233502
920,C24442,SG - Singapore,+65 63533402
921,C12572,SG - Singapore,3329 8763
922,C48584,SG - Singapore,+65 66016432
923,C49459,SG - Singapore,98049929
924,C15881,SG - Singapore,3111-7682
925,C20374,SG - Singapore,(65) 87442119
926,C26851,SG - Singapore,87683508
927,C05235,SG - Singapore,+65 32950172
928,C29631,PH - Philippines,32295926
929,C37379,SG - Singapore,35160924
930,C12758,SG - Singapore,622 8141
931,C40075,SG - Singapore,+65 89665314
932,C08128,SG - Singapore,98325712
933,C33309,SG - Singapore,(65) 98647117
934,C36117,SG - Singapore,6520-1475
935,C10346,SG - Singapore,0x5933411
936,C16736,SG - Singapore,(65) 95364858
937,C38924,SG - Singapore,68703676
938,C05747,SG - Singapore,62264612
939,C23963,SG - Singapore,69670245
940,C49475,SG - Singapore,33228967
941,C06298,SG - Singapore,61090848
942,C18632,,
943,C35845,SG - Singapore,8803 3100
944,C35103,SG - Singapore,3402092
945,C07119,MY - Malaysia,0169006033
946,C31495,SG - Singapore,94920287
947,C36687,SG - Singapore,3858014
948,C01722,SG - Singapore,3633 5346
949,C46462,SG - Singapore,6705 5766
950,C20403,SG - Singapore,321 4731
951,C28544,SG - Singapore,9871 9438
952,C06872,SG - Singapore,(+65) 91850066
953,C46561,SG - Singapore,(+65) 33773447
954,C44663,SG - Singapore,6452-8538
955,C39445,SG - Singapore,(65) 99163023
956,C32107,SG - Singapore,0x5CBD1A4
957,C17893,SG - Singapore,9847 1432
958,C13335,SG - Singapore,0x5BD847A
959,C09341,MY - Malaysia,03-66717631
960,C21360,SG - Singapore,(+65) 97280638
961,C06846,SG - Singapore,(65) 84759603
962,C00612,SG - Singapore,68962733
963,C38884,SG - Singapore,3506919
964,C00892,SG - Singapore,+65 68584595
965,C10888,SG - Singapore,6909-9223
966,C33570,SG - Singapore,(65) 91208950
967,C02639,SG - Singapore,66005204
968,C30957,SG - Singapore,8896 6276
969,C20664,SG - Singapore,(65) 89830509
970,C15494,SG - Singapore,65308641
971,C38408,SG - Singapore,8121715
972,C41809,SG - Singapore,
973,C44612,SG - Singapore,(65) 82985582
974,C15770,SG - Singapore,98101716
975,C19208,SG - Singapore,(65) 96849719
976,C28831,SG - Singapore,+65 97790453
977,C30369,SG - Singapore,9546 3295
978,C13628,SG - Singapore,63474717
979,C30877,SG - Singapore,957526162
980,C99999,PH - Philippines,9570 8689
981,C01908,SG - Singapore,65-66259091
982,C11746,SG - Singapore,(65) 84028608
983,C43718,SG - Singapore,99968125
984,C39306,SG - Singapore,(+65) 82939245
985,C09960,SG - Singapore,0x3E0AEE5
986,C45404,SG - Singapore,376 5533
987,C33485,SG - Singapore,+65 82555829
988,C00673,SG - Singapore,(65) 65031640
989,C23093,SG - Singapore,+65 66186254
990,C06218,SG - Singapore,3854 934
991,C34282,SG - Singapore,+65 81381469
992,C05773,SG - Singapore,+65 39671517
993,C25737,SG - Singapore,9148-1623
994,C24567,SG - Singapore,(65) 67959865
995,C23181,SG - Singapore,6394 2738
996,C43342,SG - Singapore,(65) 32209708
997,C22519,SG - Singapore,(65) 83652479
998,C38577,SG - Singapore,9294292
999,C10317,SG - Singapore,(65) 31482576
1000,C43567,SG - Singapore,9704-1486
