,Customer ID,Country Code,Phone Number,Valid,Contain Hex,Updated Country,From Multiple,Cleansed Country Code,Cleansed Phone Number
353,C31458,SG - Singapore,9327 3565,True,False,False,False,SG - Singapore,93273565
354,C28803,SG - Singapore,(65) 86376107,True,False,True,False,SG - Singapore,86376107
355,C05024,SG - Singapore,(65) 85520655,True,False,True,False,SG - Singapore,85520655
356,C20684,SG - Singapore,8689 3310,True,False,False,False,SG - Singapore,86893310
357,C24222,SG - Singapore,(65) 69410814,True,False,True,False,SG - Singapore,69410814
358,C13490,SG - Singapore,(+65) 98069308,True,False,True,False,SG - Singapore,98069308
359,C99999,MY - Malaysia,603-8637055,False,False,False,False,MY - Malaysia,6038637055
360,C40229,SG - Singapore,8485829,False,False,False,False,SG - Singapore,8485829
361,C37146,SG - Singapore,(65) 66907583,True,False,True,False,SG - Singapore,66907583
362,C04880,ID - Indonesia,(65) 37206712,True,False,True,False,SG - Singapore,37206712
363,C43693,SG - Singapore,9747 9884,True,False,False,False,SG - Singapore,97479884
364,C29079,MY - Malaysia,(65) 94468332,True,False,True,False,SG - Singapore,94468332
365,C32309,SG - Singapore,0x209B971,True,True,False,False,SG - Singapore,34191729
366,C06167,SG - Singapore,3707 4878,True,False,False,False,SG - Singapore,37074878
367,C35876,SG - Singapore,(+65) 97353000,True,False,True,False,SG - Singapore,97353000
368,C15671,SG - Singapore,(+65) 96043068,True,False,True,False,SG - Singapore,96043068
369,C07935,SG - Singapore,(65) 91098761,True,False,True,False,SG - Singapore,91098761
370,C49142,SG - Singapore,9166-8695,True,False,False,False,SG - Singapore,91668695
371,C42361,SG - Singapore,(+65) 88807214,True,False,True,False,SG - Singapore,88807214
372,C02925,SG - Singapore,(65) 86127900,True,False,True,False,SG - Singapore,86127900
373,C38726,SG - Singapore,+65 39622021,True,False,True,False,SG - Singapore,39622021
374,C24866,SG - Singapore,(65) 63561661,True,False,True,False,SG - Singapore,63561661
375,C44040,,+65 91174995,True,False,True,False,SG - Singapore,91174995
376,C22146,SG - Singapore,9421 7053,True,False,False,False,SG - Singapore,94217053
377,C40001,SG - Singapore,(65) 92130823,True,False,True,False,SG - Singapore,92130823
378,C26441,SG - Singapore,+65 85375165,True,False,True,False,SG - Singapore,85375165
379,C12510,SG - Singapore,67345332,True,False,False,False,SG - Singapore,67345332
380,C38144,SG - Singapore,3687-2523,True,False,False,False,SG - Singapore,36872523
381,C09006,SG - Singapore,+65 64279355,True,False,True,False,SG - Singapore,64279355
382,C45708,SG - Singapore,33543276,True,False,False,False,SG - Singapore,33543276
383,C05552,SG - Singapore,8164 4916,True,False,False,False,SG - Singapore,81644916
384,C08131,SG - Singapore,(+65) 36541216,True,False,True,False,SG - Singapore,36541216
385,C44336,SG - Singapore,91070552,True,False,False,False,SG - Singapore,91070552
386,C28328,MY - Malaysia,603-41118383,False,False,False,False,MY - Malaysia,60341118383
387,C36917,SG - Singapore,(65) 65796638,True,False,True,False,SG - Singapore,65796638
388,C44661,SG - Singapore,+65 62741385,True,False,True,False,SG - Singapore,62741385
389,C15595,SG - Singapore,34613633,True,False,False,False,SG - Singapore,34613633
390,C29785,SG - Singapore,(65) 33943747,True,False,True,False,SG - Singapore,33943747
391,C36150,SG - Singapore,94940073,True,False,False,False,SG - Singapore,94940073
392,C43530,SG - Singapore,34783050,True,False,False,False,SG - Singapore,34783050
393,C10856,SG - Singapore,87479862,True,False,False,False,SG - Singapore,87479862
394,C39272,SG - Singapore,(+65) 38993703,True,False,True,False,SG - Singapore,38993703
395,C24631,SG - Singapore,+65 87139449,True,False,True,False,SG - Singapore,87139449
396,C18847,SG - Singapore,(65) 89520111,True,False,True,False,SG - Singapore,89520111
397,C00793,MY - Malaysia,(65) 91570219,True,False,True,False,SG - Singapore,91570219
398,C21810,SG - Singapore,95193,False,False,False,False,SG - Singapore,95193
399,C26683,SG - Singapore,34220761,True,False,False,False,SG - Singapore,34220761
400,C42971,SG - Singapore,9808 8023,True,False,False,False,SG - Singapore,98088023
401,C41056,SG - Singapore,(+65) 38573329,True,False,True,False,SG - Singapore,38573329
402,C39594,SG - Singapore,94382131,True,False,False,False,SG - Singapore,94382131
403,C32724,SG - Singapore,(+65) 35500066,True,False,True,False,SG - Singapore,35500066
404,C16608,SG - Singapore,8839835,False,False,False,False,SG - Singapore,8839835
405,C13673,SG - Singapore,(65) 99186358,True,False,True,False,SG - Singapore,99186358
406,C39949,CN - China,+65 63364888,True,False,True,False,SG - Singapore,63364888
407,C23687,SG - Singapore,3297 9181,True,False,False,False,SG - Singapore,32979181
408,C11222,SG - Singapore,(65) 93708792,True,False,True,False,SG - Singapore,93708792
409,C38146,SG - Singapore,64435571,True,False,False,False,SG - Singapore,64435571
410,C99999,ID - Indonesia,94379226,True,False,False,False,ID - Indonesia,94379226
411,C29906,SG - Singapore,(+65) 38566017,True,False,True,False,SG - Singapore,38566017
412,C46910,SG - Singapore,(+65) 91293211,True,False,True,False,SG - Singapore,91293211
413,C15648,MY - Malaysia,+60-012389032,False,False,False,False,MY - Malaysia,+60012389032
414,C08636,SG - Singapore,6334 6403,True,False,False,False,SG - Singapore,63346403
415,C48977,SG - Singapore,88197489,True,False,False,False,SG - Singapore,88197489
416,C23873,SG - Singapore,+65 85249599,True,False,True,False,SG - Singapore,85249599
417,C45989,SG - Singapore,912279059,False,False,False,False,SG - Singapore,912279059
418,C18166,SG - Singapore,(65) 99167429,True,False,True,False,SG - Singapore,99167429
419,C34189,SG - Singapore,6836-1716,True,False,False,False,SG - Singapore,68361716
420,C01220,SG - Singapore,3805 8726,True,False,False,False,SG - Singapore,38058726
421,C33922,SG - Singapore,(65) 96047830,True,False,True,False,SG - Singapore,96047830
422,C19141,SG - Singapore,6272 6307,True,False,False,False,SG - Singapore,62726307
423,C06115,SG - Singapore,3302 5696,True,False,False,False,SG - Singapore,33025696
424,C39308,SG - Singapore,(+65) 91484498,True,False,True,False,SG - Singapore,91484498
425,C46554,SG - Singapore,(65) 69484039,True,False,True,False,SG - Singapore,69484039
426,C35576,SG - Singapore,6404 2424,True,False,False,False,SG - Singapore,64042424
427,C22695,SG - Singapore,62315098,True,False,False,False,SG - Singapore,62315098
429,C38519,MY - Malaysia,(+65) 97633830,True,False,True,False,SG - Singapore,97633830
430,C34471,SG - Singapore,83289586,True,False,False,False,SG - Singapore,83289586
431,C16282,SG - Singapore,(+65) 32611952,True,False,True,False,SG - Singapore,32611952
432,C06248,SG - Singapore,(65) 68423852,True,False,True,False,SG - Singapore,68423852
433,C09312,SG - Singapore,93524184,True,False,False,False,SG - Singapore,93524184
434,C44151,SG - Singapore,97793619,True,False,False,False,SG - Singapore,97793619
435,C10704,SG - Singapore,+65 34894892,True,False,True,False,SG - Singapore,34894892
436,C43432,SG - Singapore,+65 37094769,True,False,True,False,SG - Singapore,37094769
437,C22286,SG - Singapore,6833990,False,False,False,False,SG - Singapore,6833990
439,C25179,SG - Singapore,3792 654,False,False,False,False,SG - Singapore,3792654
440,C07438,SG - Singapore,820886,False,False,False,False,SG - Singapore,820886
441,C27890,SG - Singapore,87119262,True,False,False,False,SG - Singapore,87119262
442,C22947,SG - Singapore,88214742,True,False,False,False,SG - Singapore,88214742
443,C20409,SG - Singapore,975396143,False,False,False,False,SG - Singapore,975396143
444,C00132,SG - Singapore,+65 62697905,True,False,True,False,SG - Singapore,62697905
445,C37970,SG - Singapore,39947342,True,False,False,False,SG - Singapore,39947342
446,C05108,SG - Singapore,89604211,True,False,False,False,SG - Singapore,89604211
448,C16660,SG - Singapore,(65) 83803629,True,False,True,False,SG - Singapore,83803629
449,C16771,,9644 1351,True,False,True,False,SG - Singapore,96441351
450,C04418,SG - Singapore,(65) 92160716,True,False,True,False,SG - Singapore,92160716
451,C07949,SG - Singapore,,False,False,False,False,SG - Singapore,
452,C36212,SG - Singapore,31548444,True,False,False,False,SG - Singapore,31548444
453,C00469,SG - Singapore,+65 88869617,True,False,True,False,SG - Singapore,88869617
454,C40710,SG - Singapore,(65) 31744569,True,False,True,False,SG - Singapore,31744569
455,C33074,SG - Singapore,8881353,False,False,False,False,SG - Singapore,8881353
456,C28811,SG - Singapore,62151476,True,False,False,False,SG - Singapore,62151476
457,C27359,SG - Singapore,(+65) 87483132,True,False,True,False,SG - Singapore,87483132
458,C35035,SG - Singapore,(65) 85059370,True,False,True,False,SG - Singapore,85059370
459,C14459,SG - Singapore,971387301,False,False,False,False,SG - Singapore,971387301
460,C48356,SG - Singapore,(65) 91983227,True,False,True,False,SG - Singapore,91983227
461,C37423,SG - Singapore,(65) 63775962,True,False,True,False,SG - Singapore,63775962
462,C24665,SG - Singapore,(65) 69210335,True,False,True,False,SG - Singapore,69210335
463,C47970,SG - Singapore,(65) 66242156,True,False,True,False,SG - Singapore,66242156
464,C32168,SG - Singapore,8312129,False,False,False,False,SG - Singapore,8312129
465,C34142,SG - Singapore,(65) 67582749,True,False,True,False,SG - Singapore,67582749
466,C41361,SG - Singapore,3956 4551,True,False,False,False,SG - Singapore,39564551
467,C11411,SG - Singapore,+65 69055651,True,False,True,False,SG - Singapore,69055651
468,C29969,SG - Singapore,95141301,True,False,False,False,SG - Singapore,95141301
469,C20567,SG - Singapore,0x3CEF023,True,True,False,False,SG - Singapore,63893539
470,C37899,SG - Singapore,6756 7856,True,False,False,False,SG - Singapore,67567856
471,C20790,SG - Singapore,+65 89281621,True,False,True,False,SG - Singapore,89281621
472,C36201,SG - Singapore,97076904,True,False,False,False,SG - Singapore,97076904
473,C35988,SG - Singapore,969251484,False,False,False,False,SG - Singapore,969251484
474,C04055,SG - Singapore,37723439,True,False,False,False,SG - Singapore,37723439
475,C00403,SG - Singapore,(65) 38503075,True,False,True,False,SG - Singapore,38503075
476,C19205,SG - Singapore,(65) 66534105,True,False,True,False,SG - Singapore,66534105
477,C03123,SG - Singapore,6801 3702,True,False,False,False,SG - Singapore,68013702
478,C29180,SG - Singapore,31490044,True,False,False,False,SG - Singapore,31490044
479,C02808,SG - Singapore,(65) 32236273,True,False,True,False,SG - Singapore,32236273
480,C32236,SG - Singapore,94841068,True,False,False,False,SG - Singapore,94841068
481,C27140,SG - Singapore,3510 2696,True,False,False,False,SG - Singapore,35102696
482,C02351,SG - Singapore,0x20E33DD,True,True,False,False,SG - Singapore,34485213
483,C40740,SG - Singapore,(65) 64924800,True,False,True,False,SG - Singapore,64924800
484,C42580,SG - Singapore,(65) 87852789,True,False,True,False,SG - Singapore,87852789
485,C02783,SG - Singapore,(65) 36820051,True,False,True,False,SG - Singapore,36820051
486,C26916,SG - Singapore,+65 86392859,True,False,True,False,SG - Singapore,86392859
487,C31456,SG - Singapore,(65) 63920228,True,False,True,False,SG - Singapore,63920228
488,C29681,SG - Singapore,+65 86604437,True,False,True,False,SG - Singapore,86604437
489,C34100,SG - Singapore,6794 7099,True,False,False,False,SG - Singapore,67947099
490,C32421,SG - Singapore,916903,False,False,False,False,SG - Singapore,916903
491,C14608,SG - Singapore,(65) 34486648,True,False,True,False,SG - Singapore,34486648
492,C20097,SG - Singapore,997 3259,False,False,False,False,SG - Singapore,9973259
493,C40090,SG - Singapore,39454736,True,False,False,False,SG - Singapore,39454736
494,C27011,SG - Singapore,8363505,False,False,False,False,SG - Singapore,8363505
495,C41246,SG - Singapore,8801943,False,False,False,False,SG - Singapore,8801943
496,C16033,SG - Singapore,+65 86446234,True,False,True,False,SG - Singapore,86446234
497,C38390,,+65 81011862,True,False,True,False,SG - Singapore,81011862
498,C11346,SG - Singapore,3324 1518,True,False,False,False,SG - Singapore,33241518
499,C01020,SG - Singapore,(+65) 85364724,True,False,True,False,SG - Singapore,85364724
500,C45010,SG - Singapore,369 3171,False,False,False,False,SG - Singapore,3693171
501,C24512,SG - Singapore,(65) 65036615,True,False,True,False,SG - Singapore,65036615
502,C44736,SG - Singapore,95315769,True,False,False,False,SG - Singapore,95315769
503,C04717,SG - Singapore,36585573,True,False,False,False,SG - Singapore,36585573
504,C30338,SG - Singapore,(65) 91353823,True,False,True,False,SG - Singapore,91353823
505,C35035,SG - Singapore,+65 92647565,True,False,True,False,SG - Singapore,92647565
506,C45693,SG - Singapore,37039770,True,False,False,False,SG - Singapore,37039770
507,C25297,SG - Singapore,,False,False,False,False,SG - Singapore,
508,C10499,SG - Singapore,(65) 61577887,True,False,True,False,SG - Singapore,61577887
509,C37332,SG - Singapore,+65 94663994,True,False,True,False,SG - Singapore,94663994
510,C31060,SG - Singapore,+65 93394743,True,False,True,False,SG - Singapore,93394743
511,C40413,SG - Singapore,(65) 69092363,True,False,True,False,SG - Singapore,69092363
512,C32338,SG - Singapore,6860 38,False,False,False,False,SG - Singapore,686038
513,C02809,SG - Singapore,(+65) 35629857,True,False,True,False,SG - Singapore,35629857
514,C48120,MY - Malaysia,(65) 66151136,True,False,True,False,SG - Singapore,66151136
515,C28541,SG - Singapore,9582 7852,True,False,False,False,SG - Singapore,95827852
516,C33381,SG - Singapore,+65 31046231,True,False,True,False,SG - Singapore,31046231
517,C18393,SG - Singapore,(65) 94976927,True,False,True,False,SG - Singapore,94976927
518,C34352,SG - Singapore,37034950,True,False,False,False,SG - Singapore,37034950
519,C40484,SG - Singapore,8991782,False,False,False,False,SG - Singapore,8991782
520,C41741,SG - Singapore,31089860,True,False,False,False,SG - Singapore,31089860
521,C12282,SG - Singapore,6429 5836,True,False,False,False,SG - Singapore,64295836
522,C45671,SG - Singapore,34393032,True,False,False,False,SG - Singapore,34393032
523,C36601,,33920170,True,False,True,False,SG - Singapore,33920170
524,C22592,SG - Singapore,3604363,False,False,False,False,SG - Singapore,3604363
525,C27134,SG - Singapore,9357 2017,True,False,False,False,SG - Singapore,93572017
526,C47903,SG - Singapore,31511689,True,False,False,False,SG - Singapore,31511689
527,C47920,SG - Singapore,+65 62351605,True,False,True,False,SG - Singapore,62351605
528,C13505,SG - Singapore,(+65) 96247587,True,False,True,False,SG - Singapore,96247587
529,C40149,SG - Singapore,D39-E9D,False,True,False,False,SG - Singapore,13868701
530,C31879,SG - Singapore,3542094,False,False,False,False,SG - Singapore,3542094
531,C03157,SG - Singapore,+65 89321529,True,False,True,False,SG - Singapore,89321529
532,C19252,SG - Singapore,(+65) 65281039,True,False,True,False,SG - Singapore,65281039
533,C42968,SG - Singapore,9950 7361,True,False,False,False,SG - Singapore,99507361
534,C00246,SG - Singapore,31072428,True,False,False,False,SG - Singapore,31072428
535,C39599,SG - Singapore,3614-1610,True,False,False,False,SG - Singapore,36141610
536,C22180,SG - Singapore,(+65) 39970641,True,False,True,False,SG - Singapore,39970641
537,C02828,SG - Singapore,65 6284,False,False,False,False,SG - Singapore,656284
538,C29701,SG - Singapore,,False,False,False,False,SG - Singapore,
539,C46912,SG - Singapore,37022341,True,False,False,False,SG - Singapore,37022341
540,C05704,SG - Singapore,(+65) 94697714,True,False,True,False,SG - Singapore,94697714
541,C08879,SG - Singapore,(+65) 36681369,True,False,True,False,SG - Singapore,36681369
542,C22393,SG - Singapore,3326 2721,True,False,False,False,SG - Singapore,33262721
543,C05793,SG - Singapore,6492-9026,True,False,False,False,SG - Singapore,64929026
544,C30336,SG - Singapore,98833631,True,False,False,False,SG - Singapore,98833631
545,C02025,SG - Singapore,(+65) 97204807,True,False,True,False,SG - Singapore,97204807
546,C08991,SG - Singapore,(65) 39465479,True,False,True,False,SG - Singapore,39465479
547,C04544,SG - Singapore,(65) 63506465,True,False,True,False,SG - Singapore,63506465
548,C00304,SG - Singapore,92405693,True,False,False,False,SG - Singapore,92405693
549,C19992,SG - Singapore,3607 104,False,False,False,False,SG - Singapore,3607104
550,C24044,SG - Singapore,92655562,True,False,False,False,SG - Singapore,92655562
551,C34411,SG - Singapore,67627449,True,False,False,False,SG - Singapore,67627449
552,C33094,SG - Singapore,(+65) 99963279,True,False,True,False,SG - Singapore,99963279
553,C36117,SG - Singapore,+65 94059210,True,False,True,False,SG - Singapore,94059210
554,C31549,SG - Singapore,626 5602,False,False,False,False,SG - Singapore,6265602
555,C26591,SG - Singapore,38155018,True,False,False,False,SG - Singapore,38155018
556,C32715,SG - Singapore,3125-6992,True,False,False,False,SG - Singapore,31256992
557,C03158,SG - Singapore,92727073,True,False,False,False,SG - Singapore,92727073
558,C49775,SG - Singapore,(+65) 87899048,True,False,True,False,SG - Singapore,87899048
559,C12679,MY - Malaysia,(65) 61613798,True,False,True,False,SG - Singapore,61613798
560,C26453,SG - Singapore,(65) 84716964,True,False,True,False,SG - Singapore,84716964
561,C36295,SG - Singapore,92913718,True,False,False,False,SG - Singapore,92913718
562,C36817,SG - Singapore,(65) 85995738,True,False,True,False,SG - Singapore,85995738
563,C22183,SG - Singapore,6555393,False,False,False,False,SG - Singapore,6555393
564,C16490,,96059468,True,False,True,False,SG - Singapore,96059468
565,C15449,SG - Singapore,(+65) 85027242,True,False,True,False,SG - Singapore,85027242
566,C35590,SG - Singapore,9152 3120,True,False,False,False,SG - Singapore,91523120
567,C20102,SG - Singapore,93233999,True,False,False,False,SG - Singapore,93233999
568,C37344,SG - Singapore,(+65) 39472051,True,False,True,False,SG - Singapore,39472051
569,C22457,SG - Singapore,+65 67104591,True,False,True,False,SG - Singapore,67104591
570,C35556,SG - Singapore,63459225,True,False,False,False,SG - Singapore,63459225
571,C38661,SG - Singapore,(+65) 82087929,True,False,True,False,SG - Singapore,82087929
572,C29251,SG - Singapore,+65 31744586,True,False,True,False,SG - Singapore,31744586
573,C44971,SG - Singapore,(65) 5CCFE27,True,True,True,False,SG - Singapore,97320487
574,C22356,SG - Singapore,38987632,True,False,False,False,SG - Singapore,38987632
575,C09189,SG - Singapore,95249966,True,False,False,False,SG - Singapore,95249966
576,C48775,SG - Singapore,6141 6880,True,False,False,False,SG - Singapore,61416880
577,C04404,SG - Singapore,,False,False,False,False,SG - Singapore,
578,C10054,SG - Singapore,8219 3651,True,False,False,False,SG - Singapore,82193651
579,C41238,SG - Singapore,64807121,True,False,False,False,SG - Singapore,64807121
580,C06704,SG - Singapore,37042509,True,False,False,False,SG - Singapore,37042509
581,C07358,SG - Singapore,(65) 63238488,True,False,True,False,SG - Singapore,63238488
582,C33210,SG - Singapore,3754 2459,True,False,False,False,SG - Singapore,37542459
583,C04219,SG - Singapore,3968577,False,False,False,False,SG - Singapore,3968577
584,C34029,SG - Singapore,9946 1513,True,False,False,False,SG - Singapore,99461513
585,C04419,SG - Singapore,(65) 36079210,True,False,True,False,SG - Singapore,36079210
586,C25117,SG - Singapore,3871-2420,True,False,False,False,SG - Singapore,38712420
587,C49550,SG - Singapore,+65 62249918,True,False,True,False,SG - Singapore,62249918
588,C15776,,36886009,True,False,True,False,SG - Singapore,36886009
589,C33324,SG - Singapore,64074036,True,False,False,False,SG - Singapore,64074036
590,C06790,SG - Singapore,82721658,True,False,False,False,SG - Singapore,82721658
591,C34165,SG - Singapore,3789 1672,True,False,False,False,SG - Singapore,37891672
592,C40805,SG - Singapore,0x21A01B8,True,True,False,False,SG - Singapore,35258808
593,C38754,SG - Singapore,6998-9478,True,False,False,False,SG - Singapore,69989478
594,C38533,MY - Malaysia,07980980,False,False,False,False,MY - Malaysia,07980980
595,C17857,SG - Singapore,3135 4236,True,False,False,False,SG - Singapore,31354236
596,C24034,SG - Singapore,(65) 94310420,True,False,True,False,SG - Singapore,94310420
597,C22394,SG - Singapore,31264296,True,False,False,False,SG - Singapore,31264296
598,C06482,SG - Singapore,(65) 61040215,True,False,True,False,SG - Singapore,61040215
599,C00498,SG - Singapore,(+65) 34636241,True,False,True,False,SG - Singapore,34636241
600,C39658,SG - Singapore,87060519,True,False,False,False,SG - Singapore,87060519
601,C06581,MY - Malaysia,03-55090924,False,False,False,False,MY - Malaysia,0355090924
602,C15633,SG - Singapore,(+65) 37899428,True,False,True,False,SG - Singapore,37899428
603,C08345,SG - Singapore,6595-2577,True,False,False,False,SG - Singapore,65952577
604,C10427,SG - Singapore,+65 87589269,True,False,True,False,SG - Singapore,87589269
605,C15647,SG - Singapore,88627994,True,False,False,False,SG - Singapore,88627994
606,C13733,SG - Singapore,(65) 91484417,True,False,True,False,SG - Singapore,91484417
607,C33041,SG - Singapore,(65) 61764028,True,False,True,False,SG - Singapore,61764028
608,C06217,SG - Singapore,91583860,True,False,False,False,SG - Singapore,91583860
609,C21281,MY - Malaysia,603-45207028,False,False,False,False,MY - Malaysia,60345207028
610,C34890,SG - Singapore,66824543,True,False,False,False,SG - Singapore,66824543
611,C45210,SG - Singapore,9610 5414,True,False,False,False,SG - Singapore,96105414
612,C29088,SG - Singapore,6873 497,False,False,False,False,SG - Singapore,6873497
613,C02547,SG - Singapore,(+65) 65438370,True,False,True,False,SG - Singapore,65438370
614,C21446,SG - Singapore,86594463,True,False,False,False,SG - Singapore,86594463
615,C38755,SG - Singapore,(65) 96588403,True,False,True,False,SG - Singapore,96588403
616,C18702,SG - Singapore,68081322,True,False,False,False,SG - Singapore,68081322
617,C28728,SG - Singapore,39465716,True,False,False,False,SG - Singapore,39465716
618,C42528,SG - Singapore,(65) 69558841,True,False,True,False,SG - Singapore,69558841
619,C19194,SG - Singapore,6613 6495,True,False,False,False,SG - Singapore,66136495
620,C30423,SG - Singapore,+65 88346196,True,False,True,False,SG - Singapore,88346196
621,C48526,SG - Singapore,64804798,True,False,False,False,SG - Singapore,64804798
622,C43525,MY - Malaysia,+60-0125357885,False,False,False,False,MY - Malaysia,+600125357885
623,C05622,SG - Singapore,968649436,False,False,False,False,SG - Singapore,968649436
624,C40303,SG - Singapore,38250159,True,False,False,False,SG - Singapore,38250159
625,C11314,SG - Singapore,34616926,True,False,False,False,SG - Singapore,34616926
626,C24508,SG - Singapore,+65 84313224,True,False,True,False,SG - Singapore,84313224
627,C39479,SG - Singapore,37563997,True,False,False,False,SG - Singapore,37563997
629,C02102,SG - Singapore,(65) 95208718,True,False,True,False,SG - Singapore,95208718
630,C15279,SG - Singapore,(65) 97982268,True,False,True,False,SG - Singapore,97982268
631,C18150,SG - Singapore,(65) 93386824,True,False,True,False,SG - Singapore,93386824
632,C41936,SG - Singapore,9637803,False,False,False,False,SG - Singapore,9637803
633,C38232,SG - Singapore,+65 98549515,True,False,True,False,SG - Singapore,98549515
634,C24619,MY - Malaysia,603-11718097,False,False,False,False,MY - Malaysia,60311718097
635,C05371,SG - Singapore,(65) 82178333,True,False,True,False,SG - Singapore,82178333
636,C29040,SG - Singapore,94224834,True,False,False,False,SG - Singapore,94224834
637,C06416,SG - Singapore,(65) 86608549,True,False,True,False,SG - Singapore,86608549
638,C15878,SG - Singapore,6582-6880,True,False,False,False,SG - Singapore,65826880
639,C09544,SG - Singapore,3560 2543,True,False,False,False,SG - Singapore,35602543
640,C37390,SG - Singapore,82226403,True,False,False,False,SG - Singapore,82226403
641,C07627,SG - Singapore,(65) 65174149,True,False,True,False,SG - Singapore,65174149
642,C45920,SG - Singapore,3484 8237,True,False,False,False,SG - Singapore,34848237
643,C10085,SG - Singapore,3608 4583,True,False,False,False,SG - Singapore,36084583
644,C09993,SG - Singapore,(+65) 39945075,True,False,True,False,SG - Singapore,39945075
645,C09239,SG - Singapore,9415 5971,True,False,False,False,SG - Singapore,94155971
646,C12126,SG - Singapore,89462383,True,False,False,False,SG - Singapore,89462383
648,C19636,SG - Singapore,(65) 84373352,True,False,True,False,SG - Singapore,84373352
649,C09522,SG - Singapore,3210 4646,True,False,False,False,SG - Singapore,32104646
650,C00489,SG - Singapore,9496 7390,True,False,False,False,SG - Singapore,94967390
651,C34364,SG - Singapore,99772419,True,False,False,False,SG - Singapore,99772419
652,C29062,SG - Singapore,97308440,True,False,False,False,SG - Singapore,97308440
653,C10136,SG - Singapore,(+65) 92223176,True,False,True,False,SG - Singapore,92223176
654,C10127,SG - Singapore,9875 4981,True,False,False,False,SG - Singapore,98754981
655,C06222,SG - Singapore,9205 5360,True,False,False,False,SG - Singapore,92055360
656,C29244,SG - Singapore,+65 63982064,True,False,True,False,SG - Singapore,63982064
657,C44779,SG - Singapore,3850064,False,False,False,False,SG - Singapore,3850064
658,C37084,SG - Singapore,(+65) 89554246,True,False,True,False,SG - Singapore,89554246
659,C06172,SG - Singapore,(+65) 65239700,True,False,True,False,SG - Singapore,65239700
660,C18996,SG - Singapore,93921040,True,False,False,False,SG - Singapore,93921040
661,C30123,SG - Singapore,0x25D6AE6,True,True,False,False,SG - Singapore,39676646
663,C41486,SG - Singapore,88668016,True,False,False,False,SG - Singapore,88668016
664,C12153,SG - Singapore,91413917,True,False,False,False,SG - Singapore,91413917
665,C45108,SG - Singapore,8263362,False,False,False,False,SG - Singapore,8263362
666,C06350,SG - Singapore,9496 1622,True,False,False,False,SG - Singapore,94961622
667,C01893,SG - Singapore,69083580,True,False,False,False,SG - Singapore,69083580
668,C07993,SG - Singapore,(+65) 99762574,True,False,True,False,SG - Singapore,99762574
669,C47708,SG - Singapore,86184126,True,False,False,False,SG - Singapore,86184126
670,C49700,SG - Singapore,(65) 89275198,True,False,True,False,SG - Singapore,89275198
671,C02789,SG - Singapore,(+65) 97902101,True,False,True,False,SG - Singapore,97902101
672,C10928,SG - Singapore,69972528,True,False,False,False,SG - Singapore,69972528
673,C40576,SG - Singapore,3513 783,False,False,False,False,SG - Singapore,3513783
674,C23624,,97824216,True,False,True,False,SG - Singapore,97824216
675,C22789,SG - Singapore,(+65) 33596142,True,False,True,False,SG - Singapore,33596142
676,C47817,SG - Singapore,(+65) 96395445,True,False,True,False,SG - Singapore,96395445
677,C21382,SG - Singapore,+65 32783105,True,False,True,False,SG - Singapore,32783105
678,C24877,SG - Singapore,3183 5167,True,False,False,False,SG - Singapore,31835167
679,C17481,SG - Singapore,(65) 87340652,True,False,True,False,SG - Singapore,87340652
680,C02084,SG - Singapore,+65 95308793,True,False,True,False,SG - Singapore,95308793
681,C16481,SG - Singapore,99072326,True,False,False,False,SG - Singapore,99072326
682,C31931,SG - Singapore,8340793,False,False,False,False,SG - Singapore,8340793
683,C09358,SG - Singapore,94563842,True,False,False,False,SG - Singapore,94563842
684,C38148,SG - Singapore,(65) 84724773,True,False,True,False,SG - Singapore,84724773
685,C40549,SG - Singapore,99599207,True,False,False,False,SG - Singapore,99599207
686,C33744,SG - Singapore,6964 3795,True,False,False,False,SG - Singapore,69643795
687,C49743,SG - Singapore,(+65) 35184723,True,False,True,False,SG - Singapore,35184723
688,C13556,MY - Malaysia,603-61637198,False,False,False,False,MY - Malaysia,60361637198
689,C09987,SG - Singapore,(65) 66253944,True,False,True,False,SG - Singapore,66253944
690,C45079,SG - Singapore,(65) 32912635,True,False,True,False,SG - Singapore,32912635
691,C04921,SG - Singapore,36157093,True,False,False,False,SG - Singapore,36157093
692,C49150,SG - Singapore,+65 66080739,True,False,True,False,SG - Singapore,66080739
693,C01433,SG - Singapore,3264 7052,True,False,False,False,SG - Singapore,32647052
695,C04206,SG - Singapore,,False,False,False,False,SG - Singapore,
696,C35335,SG - Singapore,(65) 61755771,True,False,True,False,SG - Singapore,61755771
697,C01972,SG - Singapore,8342 6052,True,False,False,False,SG - Singapore,83426052
698,C31715,SG - Singapore,91300337,True,False,False,False,SG - Singapore,91300337
699,C32115,SG - Singapore,6787 8089,True,False,False,False,SG - Singapore,67878089
700,C44293,SG - Singapore,(+65) 31035136,True,False,True,False,SG - Singapore,31035136
701,C14066,SG - Singapore,36227723,True,False,False,False,SG - Singapore,36227723
702,C10343,SG - Singapore,(65) 66696538,True,False,True,False,SG - Singapore,66696538
703,C26950,SG - Singapore,(65) 36474473,True,False,True,False,SG - Singapore,36474473
704,C18285,SG - Singapore,+65 64270459,True,False,True,False,SG - Singapore,64270459
705,C05784,SG - Singapore,+65 97962680,True,False,True,False,SG - Singapore,97962680
706,C13717,SG - Singapore,3213 2854,True,False,False,False,SG - Singapore,32132854
